premise_id,meter_id,meter_number,meter_type,meter_status,meter_channel,installed_at,removed_at,created,updated
PREM-59781324,4509382176,4509382176,KWH,Customer,MT,2003-07-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82145970,3027649815,3027649815,KWH,Customer,MT,2002-11-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38371045,8713506924,8713506924,KWH,Customer,MT,2003-11-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74521869,1598743206,1598743206,KWH,Customer,MT,2006-10-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91063752,6041983752,6041983752,KWH,Customer,MT,2003-10-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41896527,9237458016,9237458016,KWH,Customer,MT,2003-08-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27618493,7365021489,7365021489,KWH,Customer,MT,2003-06-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63941287,5184072963,5184072963,KWH,Customer,MT,2002-11-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85429160,2849763150,2849763150,KWH,Customer,MT,2003-04-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13150769,6907412853,6907412853,KWH,Customer,MT,2003-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50368219,8576194302,8576194302,KWH,Customer,MT,2016-10-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78964021,1349587206,1349587206,KWH,Customer,MT,2003-06-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36592074,5928471306,5928471306,L+G Self-Cont Mesh,Customer,MT,2024-12-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69748351,7803164925,7803164925,KWH,Customer,MT,2013-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94018675,3614079528,3614079528,KWH,Customer,MT,2007-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58231409,6925718043,6925718043,Sentinel,Customer,MT,2004-09-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74920618,9481235670,9481235670,KWH,Customer,MT,2007-03-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-10643825,5076491382,5076491382,L+G Self-Cont Mesh,Customer,MT,2024-11-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-96415720,8265704913,8265704913,L+G Self-Cont Mesh,Customer,MT,2024-11-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57864913,3742905618,3742905618,L+G Self-Cont Mesh,Customer,MT,2024-10-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82395741,7506841293,7506841293,L+G Self-Cont Mesh,Customer,MT,2024-06-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-49162038,9186402357,9186402357,KWH,Customer,MT,2003-05-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36041875,4069157328,4069157328,L+G Self-Cont Mesh,Customer,MT,2024-05-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-70695842,2756309841,2756309841,L+G Self-Cont Mesh,Customer,MT,2024-12-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-25830769,6489725301,6489725301,KWH,Customer,MT,2003-08-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-81974560,8631409275,8631409275,KWH,Customer,MT,2003-07-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14796205,1397582640,1397582640,KWH,Customer,MT,2024-09-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60438179,5126903478,5126903478,L+G Self-Cont Mesh,Customer,MT,2024-11-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93527048,7945823160,7945823160,KWH,Customer,MT,2003-05-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-71294653,3609158742,3609158742,L+G Self-Cont Mesh,Customer,MT,2025-01-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58971346,6978042513,6978042513,L+G Self-Cont Mesh,Customer,MT,2024-08-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27846950,9426103578,9426103578,KWH,Customer,MT,2024-03-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64028175,5236409187,5236409187,KWH,Customer,MT,2015-07-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85709423,7614852093,7614852093,L+G Self-Cont Mesh,Customer,MT,2024-09-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13285679,4089736512,4089736512,KWH,Customer,MT,2003-02-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59247031,2896170548,2896170548,KWH,Customer,MT,2004-05-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78451936,6705382941,6705382941,KWH,Customer,MT,2004-04-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36187420,8957213406,8957213406,L+G Self-Cont Mesh,Customer,MT,2023-12-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69852047,1408593762,1408593762,KWH,Customer,MT,2003-05-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94076815,5981347206,5981347206,L+G Self-Cont Mesh,Customer,MT,2024-10-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52764098,8276194053,8276194053,KWH,Customer,MT,2003-05-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76839521,3817406295,3817406295,KWH,Customer,MT,2003-09-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40596837,7498103625,7498103625,KWH,Customer,MT,2020-02-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29651784,9164528703,9164528703,AMI Cell,Customer,MT,2017-05-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67328495,4127605983,4127605983,KWH,Customer,MT,2003-10-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89470253,2763054195,2763054195,L+G Self-Cont Mesh,Customer,MT,2024-07-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14598376,6429751083,6429751083,KWH,Customer,MT,2004-07-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50176492,8594201736,8594201736,L+G Self-Cont Mesh,Customer,MT,2025-02-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78326015,1329607845,1329607845,L+G Self-Cont Mesh,Customer,MT,2024-12-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36249857,5048219763,5048219763,KWH,Customer,MT,2003-06-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69750138,7815023694,7815023694,Sentinel,Customer,MT,2005-07-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93012746,3692485170,3692485170,L+G Self-Cont Mesh,Customer,MT,2024-11-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51870936,6951307482,6951307482,KWH,Customer,MT,2024-01-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76481920,9307451628,9307451628,KWH,Customer,MT,2004-05-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40958763,5162489037,5162489037,KWH,Customer,MT,2003-11-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-28460397,7635071284,7635071284,KWH,Customer,MT,2003-06-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67514832,4019758632,4019758632,KWH,Customer,MT,2003-08-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89246375,2953167480,2953167480,KWH,Customer,MT,2003-05-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14072895,6739158024,6739158024,L+G Self-Cont Mesh,Customer,MT,2024-04-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59907431,8976304215,8976304215,L+G Self-Cont Mesh,Customer,MT,2024-11-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82153670,1449067832,1449067832,L+G Self-Cont Mesh,Customer,MT,2024-05-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38709264,5997138420,5997138420,L+G Self-Cont Mesh,Customer,MT,2023-09-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74691820,8235496173,8235496173,KWH,Customer,MT,2004-04-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91358042,3726854109,3726854109,L+G Self-Cont Mesh,Customer,MT,2025-02-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41096257,7489306215,7489306215,KWH,Customer,MT,2017-04-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27948163,9157463802,9157463802,L+G Self-Cont Mesh,Customer,MT,2024-07-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64807529,4103259867,4103259867,L+G Self-Cont Mesh,Customer,MT,2024-05-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86794250,2794618370,2794618370,KWH,Customer,MT,2014-11-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13079645,6384279510,6384279510,L+G Self-Cont Mesh,Customer,MT,2024-12-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50738496,8529367014,8529367014,L+G Self-Cont Mesh,Customer,MT,2024-10-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78265039,1379685402,1379685402,KWH,Customer,MT,2017-05-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36194278,5038716924,5038716924,KWH,Customer,MT,2018-04-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69031785,7895041623,7895041623,L+G Self-Cont Mesh,Customer,MT,2024-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93421567,3609425871,3609425871,L+G Self-Cont Mesh,Customer,MT,2024-08-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52078461,6925180374,6925180374,KWH,Customer,MT,2004-04-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76935120,9347015862,9347015862,Sentinel,Customer,MT,2018-05-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40287591,5279634108,5279634108,L+G Self-Cont Mesh,Customer,MT,2024-12-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29861450,7640253189,7640253189,L+G Self-Cont Mesh,Customer,MT,2024-04-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67195084,4091587632,4091587632,KWH,Customer,MT,2003-08-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89647530,2864175903,2864175903,L+G Self-Cont Mesh,Customer,MT,2024-11-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14927386,6782403591,6782403591,KWH,Customer,MT,2003-05-02T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59360814,8925647031,8925647031,KWH,Customer,MT,2004-06-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82931476,1457039826,1457039826,KWH,Customer,MT,2002-11-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37495812,5904867132,5904867132,L+G Self-Cont Mesh,Customer,MT,2024-03-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75280634,8209617543,8209617543,KWH,Customer,MT,2002-11-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91526738,3857190462,3857190462,L+G Self-Cont Mesh,Customer,MT,2024-08-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41860357,7421063895,7421063895,KWH,Customer,MT,2004-03-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27359861,9185476032,9185476032,KV2-R,Customer,MT,2018-09-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64572198,4169375208,4169375208,L+G Self-Cont Mesh,Customer,MT,2024-08-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86294051,2785149637,2785149637,KWH,Customer,MT,2003-02-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13548720,6498705123,6498705123,KWH,Customer,MT,2022-05-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50397218,8673412095,8673412095,KWH,Customer,MT,2012-11-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78912643,1348752960,1348752960,L+G Self-Cont Mesh,Customer,MT,2024-08-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36974051,5120846973,5120846973,KWH,Customer,MT,2003-06-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69285734,7936405128,7936405128,KWH,Customer,MT,2003-02-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93706251,3528741096,3528741096,L+G Self-Cont Mesh,Customer,MT,2024-09-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52603198,6815923740,6815923740,L+G Self-Cont Mesh,Customer,MT,2024-06-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76394580,9308461752,9308461752,L+G Self-Cont Mesh,Customer,MT,2025-01-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40813597,5249703618,5249703618,L+G Self-Cont Mesh,Customer,MT,2024-08-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-28760541,7692154830,7692154830,KWH,Customer,MT,2003-05-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67841953,4075821369,4075821369,KWH,Customer,MT,2003-08-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89570324,2916645803,2916645803,KWH,Customer,MT,2007-02-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14096783,6752398014,6752398014,L+G Self-Cont Mesh,Customer,MT,2024-11-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59648037,8916705423,8916705423,L+G Self-Cont Mesh,Customer,MT,2024-06-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82369410,1482659037,1482659037,L+G Self-Cont Mesh,Customer,MT,2024-05-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38605724,5982704513,5982704513,KWH,Customer,MT,2003-10-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74150389,8243109675,8243109675,KWH,Customer,MT,2006-09-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91820763,3792416508,3792416508,KWH,Customer,MT,2004-02-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41503697,7518064392,7518064392,KWH,Customer,MT,2003-03-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27845130,9172045863,9172045863,KWH,Customer,MT,2004-01-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64930571,4158672039,4158672039,AMI Cell,Customer,MT,2017-04-24T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86721495,2734819065,2734819065,L+G Self-Cont Mesh,Customer,MT,2024-12-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13492580,6467502913,6467502913,KWH,Customer,MT,2005-07-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-51263809,8624917305,8624917305,L+G Self-Cont Mesh,Customer,MT,2024-09-30T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-79380126,1392645807,1392645807,KWH,Customer,MT,2022-02-08T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-35247906,5087169243,5087169243,KWH,Customer,MT,2003-05-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-68139054,7826301495,7826301495,KWH,Customer,MT,2003-10-23T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93074168,3605948712,3605948712,L+G Self-Cont Mesh,Customer,MT,2024-04-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52491603,6958204137,6958204137,L+G Self-Cont Mesh,Customer,MT,2024-10-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76905482,9365821704,9365821704,KWH,Customer,MT,2003-02-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-40768253,5280417693,5280417693,L+G Self-Cont Mesh,Customer,MT,2024-09-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29183576,7615902438,7615902438,L+G Self-Cont Mesh,Customer,MT,2024-09-05T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67502341,4128735069,4128735069,AMI Cell,Customer,MT,2017-03-14T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89154076,2985176403,2985176403,L+G Self-Cont Mesh,Customer,MT,2024-11-13T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14827069,6704821593,6704821593,KWH,Customer,MT,2003-03-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59862407,8947103652,8947103652,L+G Self-Cont Mesh,Customer,MT,2024-10-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82471539,1429658073,1429658073,KWH,Customer,MT,2003-10-01T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-37964051,5974806231,5974806231,L+G Self-Cont Mesh,Customer,MT,2024-12-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-75148920,8213057469,8213057469,L+G Self-Cont Mesh,Customer,MT,2024-05-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91782036,3831472095,3831472095,L+G Self-Cont Mesh,Customer,MT,2024-06-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41698750,7459028163,7459028163,KWH,Customer,MT,2022-12-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27360481,9104675824,9104675824,KWH,Customer,MT,2003-12-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-64631897,4186792053,4186792053,L+G Self-Cont Mesh,Customer,MT,2024-09-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-86205974,2769415308,2769415308,KWH,Customer,MT,2016-10-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13978654,6397182540,6397182540,KWH,Customer,MT,2024-11-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50872419,8546907132,8546907132,L+G Self-Cont Mesh,Customer,MT,2024-03-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78216340,1304869572,1304869572,KWH,Customer,MT,2007-05-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36085712,5039062748,5039062748,KWH,Customer,MT,2003-09-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69530874,7891604523,7891604523,L+G Self-Cont Mesh,Customer,MT,2024-02-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93642087,3627418905,3627418905,L+G Self-Cont Mesh,Customer,MT,2024-09-18T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-52896407,6982045317,6982045317,KWH,Customer,MT,2009-10-12T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-76103492,9418635720,5947201863,KV2,Customer,MT,2022-07-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41287506,5947201863,5947201863,L+G Self-Cont Mesh,Customer,MT,2024-08-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-29856147,8476102395,8476102395,KWH,Customer,MT,2004-04-06T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-67048215,1209587436,1209587436,L+G Self-Cont Mesh,Customer,MT,2024-11-04T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-89421375,7692405813,7692405813,L+G Self-Cont Mesh,Customer,MT,2024-11-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14256098,9367142058,9367142058,KWH,Customer,MT,2002-10-07T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-59781324,5186934702,5186934702,AMI Cell,Customer,MT,2021-11-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82145970,2768504193,2768504193,KV2,Customer,MT,2014-04-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-38371045,6895174028,6895174028,KWH,Customer,MT,2003-10-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74521869,4509382176,4509382176,L+G Self-Cont Mesh,Customer,MT,2024-10-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-91063752,3027649815,3027649815,KWH,Customer,MT,2003-12-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-41896527,8713506924,8713506924,KWH,Customer,MT,2003-07-31T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-27618493,1598743206,1598743206,KWH,Customer,MT,2003-03-20T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-63941287,6041983752,6041983752,Sentinel,Customer,MT,2008-09-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-85429160,9237458016,9237458016,KWH,Customer,MT,2003-04-10T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-13150769,7365021489,7365021489,KWH,Customer,MT,2003-12-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-50368219,5184072963,5184072963,L+G Self-Cont Mesh,Customer,MT,2024-04-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-78964021,2849763150,2849763150,KV2,Customer,MT,2013-07-22T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36592074,6907412853,6907412853,L+G Self-Cont Mesh,Customer,MT,2024-03-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-69748351,8576194302,8576194302,KWH,Customer,MT,2004-06-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-94018675,1349587206,1349587206,KWH,Customer,MT,2003-12-26T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-58231409,5928471306,5928471306,L+G Self-Cont Mesh,Customer,MT,2025-02-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-74920618,7803164925,7803164925,L+G Self-Cont Mesh,Customer,MT,2024-12-17T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-10643825,3614079528,3614079528,KWH,Customer,MT,2015-04-29T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-96415720,6925718043,6925718043,L+G Self-Cont Mesh,Customer,MT,2025-01-03T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-57864913,9481235670,9481235670,KWH,Customer,MT,2003-03-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-82395741,5076491382,5076491382,L+G Self-Cont Mesh,Customer,MT,2024-03-09T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-49162038,8265704913,8265704913,KWH,Customer,MT,2003-05-16T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-36041875,3742905618,3742905618,KWH,Customer,MT,2004-04-27T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-70695842,7506841293,7506841293,KWH,Customer,MT,2003-07-28T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-25830769,9186402357,9186402357,KWH,Customer,MT,2003-09-15T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-81974560,4069157328,4069157328,KWH,Customer,MT,2003-09-19T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-14796205,2756309841,2756309841,L+G Self-Cont Mesh,Customer,MT,2024-06-21T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-60438179,6489725301,6489725301,KWH,Customer,MT,2003-04-25T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
PREM-93527048,8631409275,8631409275,KWH,Customer,MT,2003-09-11T00:00:00Z,,2025-03-04T09:30:42Z,2025-03-04T09:30:42Z
