SERVICE_POINT_ID,SERVICE_POINT_NUMBER,SERVICE_POINT_STREET,SERVICE_POINT_CITY,SERVICE_POINT_ZIP,SERVICE_POINT_STATE,INSTALLED_AT,REMOVED_AT,CREATED,UPDATED
SP-16490799,16490799,HERNANDEZ STREAM,NEW DYLAN,16490,NY,,,2022-05-06,2022-05-06
SP-58036790,58036790,GREGORY SPRING,LAKE ALYSSA,58036,NY,,,2022-05-06,2022-05-06
SP-74195853,74195853,HUNT RIDGE,LAKE JOSEPHTOWN,74195,NY,,,2022-05-06,2022-05-06
SP-26841707,26841707,GAMBLE GREENS,NEW CRYSTALVIEW,26841,NY,,,2022-05-06,2022-05-06
SP-60357875,60357875,KNIGHT LODGE,DAVISSIDE,60357,NY,,,2022-05-06,2022-05-06
SP-84519208,84519208,CARRILLO TRAIL,NEW KARENFORT,84519,NY,,,2022-05-06,2022-05-06
SP-21048235,21048235,ROSALES STRAVENUE,LAKE ALICIABOROUGH,21048,NY,,,2022-05-06,2022-05-06
SP-76948905,76948905,PERKINS FALL,SOUTH STEPHANIE,76948,NY,,,2022-05-06,2022-05-06
SP-32410218,32410218,REED GLENS,NORTH GARY,32410,NY,,,2022-05-06,2022-05-06
SP-51896464,51896464,KENNETH MOUNTAINS,WEST KELLY,51896,NY,,,2022-05-06,2022-05-06
SP-68704177,68704177,ASHLEY LODGE,PORT CHADPORT,68704,NY,,,2022-05-06,2022-05-06
SP-95031602,95031602,NICHOLAS SPRING,NEW AMANDA,95031,NY,,,2022-05-06,2022-05-06
SP-47285437,47285437,HOBBS CRESCENT,HOWELLCHESTER,47285,NY,,,2022-05-06,2022-05-06
SP-63159110,63159110,EVANS RIDGES,LAKE JOHN,63159,NY,,,2022-05-06,2022-05-06
SP-20863408,20863408,JOHN PIKE,LAKE HAROLD,20863,NY,,,2022-05-06,2022-05-06
SP-79420117,79420117,MORRIS GLEN,ROWESHIRE,79420,NY,,,2022-05-06,2022-05-06
SP-35691490,35691490,JENNIFER PASSAGE,NEW CLAYTON,35691,NY,,,2022-05-06,2022-05-06
SP-68275904,68275904,CRAIG PORT,PATELBERG,68275,NY,,,2022-05-06,2022-05-06
SP-91537214,91537214,WILLIAMS CROSSING,NATHANTON,91537,NY,,,2022-05-06,2022-05-06
SP-47052866,47052866,KERR ESTATE,PORT MARY,47052,NY,,,2022-05-06,2022-05-06
SP-53892014,53892014,ALLEN VILLE,MATTHEWBURGH,53892,NY,,,2022-05-06,2022-05-06
SP-62419703,62419703,SMITH HEIGHTS,FOXFURT,62419,NY,,,2022-05-06,2022-05-06
SP-79083457,79083457,PHILLIP SHOAL,NORTH ELAINE,79083,NY,,,2022-05-06,2022-05-06
SP-45120214,45120214,SMALL ROUTE,NORTH SARACHESTER,45120,NY,,,2022-05-06,2022-05-06
SP-69801705,69801705,LEONARD STRAVENUE,NEW JENNIFERFORT,69801,NY,,,2022-05-06,2022-05-06
SP-24739898,24739898,MATTHEW ROW,WEBBTOWN,24739,NY,,,2022-05-06,2022-05-06
SP-17584912,17584912,DENISE PARKS,EAST DIANE,17584,NY,,,2022-05-06,2022-05-06
SP-80213648,80213648,SHANE SHOALS,SOUTH JACK,80213,NY,,,2022-05-06,2022-05-06
SP-95384761,95384761,KERR CORNER,WILLIAMSONFORT,95384,NY,,,2022-05-06,2022-05-06
SP-64053143,64053143,FORD UNDERPASS,STEWARTBURY,64053,NY,,,2022-05-06,2022-05-06
SP-52801794,52801794,GARCIA RUN,NORTH STEPHEN,52801,NY,,,2022-05-06,2022-05-06
SP-31675852,31675852,MILLER SKYWAY,WEST JENNIFERMOUTH,31675,NY,,,2022-05-06,2022-05-06
SP-78019798,78019798,JESSICA CENTERS,LAKE PATRICK,78019,NY,,,2022-05-06,2022-05-06
SP-49268566,49268566,ANGELA RIVER,DAVILAFORT,49268,NY,,,2022-05-06,2022-05-06
SP-86140911,86140911,PHILLIPS WALL,MCDONALDFURT,86140,NY,,,2022-05-06,2022-05-06
SP-35017999,35017999,MACIAS ROADS,PORT ROBERTLAND,35017,NY,,,2022-05-06,2022-05-06
SP-71925471,71925471,ROBBINS VISTA,BROWNBURGH,71925,NY,,,2022-05-06,2022-05-06
SP-40527483,40527483,CLARK RIVER,GIBSONVILLE,40527,NY,,,2022-05-06,2022-05-06
SP-93801799,93801799,MARTIN MEADOWS,MICHAELMOUTH,93801,NY,,,2022-05-06,2022-05-06
SP-56743960,56743960,GARZA REST,SOUTH JOHN,56743,NY,,,2022-05-06,2022-05-06
SP-82039601,82039601,JESSICA WAYS,WEST COURTNEYSTAD,82039,NY,,,2022-05-06,2022-05-06
SP-29375441,29375441,ROBERTO KEYS,NEW ASHLEYFORT,29375,NY,,,2022-05-06,2022-05-06
SP-61092308,61092308,MULLINS HARBOR,GOULDBURY,61092,NY,,,2022-05-06,2022-05-06
SP-75408719,75408719,JAY COURT,LAKE GAVINBOROUGH,75408,NY,,,2022-05-06,2022-05-06
SP-14986218,14986218,POOLE VILLAGE,SOUTH RALPHBURGH,14986,NY,,,2022-05-06,2022-05-06
SP-58240419,58240419,MARSHALL MOTORWAY,LAKE APRILSTAD,58240,NY,,,2022-05-06,2022-05-06
SP-76192704,76192704,GRAVES MOUNT,CHRISTINELAND,76192,NY,,,2022-05-06,2022-05-06
SP-43085767,43085767,WHEELER POINT,EAST TAMMYLAND,43085,NY,,,2022-05-06,2022-05-06
SP-69852840,69852840,ALAN TRACE,STEVENSTOWN,69852,NY,,,2022-05-06,2022-05-06
SP-24751704,24751704,KATHRYN LANDING,SHARPFURT,24751,NY,,,2022-05-06,2022-05-06
SP-90314803,90314803,DAVIS EXTENSION,SOUTH ABIGAILSIDE,90314,NY,,,2022-05-06,2022-05-06
SP-56827981,56827981,MORGAN SPRINGS,TYRONESIDE,56827,NY,,,2022-05-06,2022-05-06
SP-81492609,81492609,RITA MEADOWS,GILBERTBURGH,81492,NY,,,2022-05-06,2022-05-06
SP-39276856,39276856,MARTINEZ TURNPIKE,NEW CHRISTINASIDE,39276,NY,,,2022-05-06,2022-05-06
SP-67518201,67518201,CINDY RUE,LAKE ANNABOROUGH,67518,NY,,,2022-05-06,2022-05-06
SP-25961984,25961984,KAREN POINTS,SOUTH MATTHEWCHESTER,25961,NY,,,2022-05-06,2022-05-06
SP-70834907,70834907,ZUNIGA COURSE,OCONNELLMOUTH,70834,NY,,,2022-05-06,2022-05-06
SP-94127554,94127554,ANDERSON LOCKS,ANDERSONHAVEN,94127,NY,,,2022-05-06,2022-05-06
SP-52647358,52647358,PEREZ ROAD,SMITHBERG,52647,NY,,,2022-05-06,2022-05-06
SP-31978693,31978693,FRY FLAT,SMALLMOUTH,31978,NY,,,2022-05-06,2022-05-06
SP-76405447,76405447,ELLIS ROUTE,LAKE LAUREN,76405,NY,,,2022-05-06,2022-05-06
SP-40729869,40729869,ERIN NECK,PORT JAMES,40729,NY,,,2022-05-06,2022-05-06
SP-29164873,29164873,RITTER STRAVENUE,JOSEPHVIEW,29164,NY,,,2023-11-03,2023-11-15
SP-68253691,68253691,COLEMAN MEADOWS,LUNALAND,68253,NY,,,2022-09-20,2023-11-08
SP-89521415,89521415,FRED SQUARES,WELCHTOWN,89521,NY,,,2022-05-06,2022-05-06
SP-14380988,14380988,ZACHARY GLENS,STEVENSHAVEN,14380,NY,,,2022-05-06,2022-05-06
SP-50794858,50794858,JONATHAN GROVE,LAKE SHANNON,50794,NY,,,2022-05-06,2022-05-06
SP-71863902,71863902,BURTON JUNCTIONS,JOHNSONTON,71863,NY,,,2022-05-06,2022-05-06
SP-25607417,25607417,ALI MOTORWAY,NORTH JOHN,25607,NY,,,2022-05-06,2022-05-06
SP-60314897,60314897,SHANNON POINTS,PORT GARRETTBOROUGH,60314,NY,,,2022-05-06,2022-05-06
SP-84975001,84975001,CAROL LANE,LAKE ANDREA,84975,NY,,,2022-05-06,2022-05-06
SP-12058794,12058794,ROCHA VIA,NEW STEVEN,12058,NY,,,2022-05-06,2022-05-06
SP-76952165,76952165,FERGUSON DALE,CHAPMANCHESTER,76952,NY,,,2022-05-06,2022-05-06
SP-34801985,34801985,JENSEN PLAZA,KEVINSIDE,34801,NY,,,2022-05-06,2022-05-06
SP-51674804,51674804,SMITH ROADS,PORT JACOBBURY,51674,NY,,,2022-05-06,2022-05-06
SP-69805863,69805863,CYNTHIA SPRINGS,FRANKMOUTH,69805,NY,,,2022-05-06,2022-05-06
SP-40721842,40721842,JOSE WALKS,WEST JAMES,40721,NY,,,2022-05-06,2022-05-06
SP-28973900,28973900,ALEXANDER FORDS,SOUTH JEFFREY,28973,NY,,,2022-05-06,2022-05-06
SP-67201947,67201947,ERIK TRAFFICWAY,MICHAELCHESTER,67201,NY,,,2022-05-06,2022-05-06
SP-89136190,89136190,SELLERS STATION,NORTH VALERIE,89136,NY,,,2022-05-06,2022-05-06
SP-14507041,14507041,KEVIN FLATS,WEST MICHAELBERG,14507,NY,,,2022-05-06,2022-05-06
SP-59623256,59623256,HEBERT CROSSROAD,SOUTH ANDREW,59623,NY,,,2022-09-23,2022-09-23
SP-82357299,82357299,CHERYL KNOLL,DAVIDSTAD,82357,NY,,,2022-05-06,2022-05-06
SP-38194600,38194600,ANTHONY PINES,ROBERTFURT,38194,NY,,,2022-05-06,2022-05-06
SP-74205791,74205791,WRIGHT SUMMIT,NATALIEBURY,74205,NY,,,2024-10-16,2024-10-25
SP-91843058,91843058,ALEJANDRA RAMP,WILSONMOUTH,91843,NY,,,2022-05-06,2022-05-06
SP-41602056,41602056,WALKER FOREST,RYANBOROUGH,41602,NY,,,2022-05-06,2022-05-06
SP-27385902,27385902,SCOTT SHORE,SOUTH JOSHUA,27385,NY,,,2022-05-06,2022-05-06
SP-64982712,64982712,JONATHAN GROVE,WILLISFURT,64982,NY,,,2022-05-06,2022-05-06
SP-86705966,86705966,AGUILAR MISSION,SMITHMOUTH,86705,NY,,,2022-05-06,2022-05-06
SP-13942165,13942165,JONES FIELD,JORGEBERG,13942,NY,,,2022-05-06,2022-05-06
SP-50817344,50817344,RIVERA SQUARES,WEST GINABURY,50817,NY,,,2022-05-06,2022-05-06
SP-78243919,78243919,KEVIN MOUNT,LORIVILLE,78243,NY,,,2022-05-06,2022-05-06
SP-36915462,36915462,CHARLES ISLANDS,ESPINOZAMOUTH,36915,NY,,,2022-05-06,2022-05-06
SP-69240111,69240111,LEWIS VISTA,LAKE RHONDABURGH,69240,NY,,,2022-05-06,2022-05-06
SP-93478207,93478207,KEY WAYS,BANKSMOUTH,93478,NY,,,2022-05-06,2022-05-06
SP-52619791,52619791,SANDRA MANOR,LAKE ERIN,52619,NY,,,2022-05-06,2022-05-06
SP-76301703,76301703,BARNES COMMON,ASHLEYBURY,76301,NY,,,2022-05-06,2022-05-06
SP-40826444,40826444,ERIN RIDGE,JENNIFERTON,40826,NY,,,2022-05-06,2022-05-06
SP-28795189,28795189,ELIZABETH SPUR,EAST SHERI,28795,NY,,,2022-05-06,2022-05-06
SP-67859872,67859872,TIM TUNNEL,WEST LEAHMOUTH,67859,NY,,,2022-05-06,2022-05-06
SP-89534793,89534793,KATHRYN CAMP,SYDNEYVILLE,89534,NY,,,2022-05-06,2022-05-06
SP-14058507,14058507,CRAWFORD RAPID,NORTH MALLORYPORT,14058,NY,,,2022-05-06,2022-05-06
SP-59692046,59692046,YESENIA CLIFF,JUAREZVIEW,59692,NY,,,2022-05-06,2022-05-06
SP-82017199,82017199,DENNIS SHOAL,WEST TRACYTOWN,82017,NY,,,2022-05-06,2022-05-06
SP-38571893,38571893,YOUNG STRAVENUE,NORTH JASMINEPORT,38571,NY,,,2022-05-06,2022-05-06
SP-74598790,74598790,PATEL STREETS,MARTINBURGH,74598,NY,,,2022-05-06,2022-05-06
SP-91057635,91057635,JONATHAN FIELDS,FREEMANFORT,91057,NY,,,2022-05-06,2022-05-06
SP-41822302,41822302,BOBBY POINTS,KEITHHAVEN,41822,NY,,,2022-05-06,2022-05-06
SP-27634937,27634937,DAVID VILLAGES,SOUTH BENJAMINTOWN,27634,NY,,,2022-05-06,2022-05-06
SP-63978168,63978168,SMITH TRACK,ROBERTSVILLE,63978,NY,,,2022-05-06,2022-05-06
SP-85412241,85412241,POTTER HAVEN,DONNATOWN,85412,NY,,,2022-05-06,2022-05-06
SP-13074012,13074012,BURTON MOUNTAIN,ROSSFURT,13074,NY,,,2022-05-06,2022-05-06
SP-50312109,50312109,JIMENEZ EXTENSION,SOUTH TOM,50312,NY,,,2022-05-06,2022-05-06
SP-78930594,78930594,DAVIS MILLS,EAST CRYSTALVIEW,78930,NY,,,2022-05-06,2022-05-06
SP-36574243,36574243,THOMPSON ROUTE,OBRIENMOUTH,36574,NY,,,2022-05-06,2022-05-06
SP-69702431,69702431,CLARK ROAD,LAKE MARGARET,69702,NY,,,2022-05-06,2022-05-06
SP-94057104,94057104,SARA TUNNEL,LAKE MATTHEWFORT,94057,NY,,,2022-05-06,2022-05-06
SP-52837690,52837690,BROCK REST,ALEXANDERFURT,52837,NY,,,2022-05-06,2022-05-06
SP-76149073,76149073,BRAD WAYS,PORT SHERRY,76149,NY,,,2022-05-06,2022-05-06
SP-41205911,41205911,MACIAS SUMMIT,NIELSENBERG,41205,NY,,,2022-05-06,2022-05-06
SP-29847294,29847294,DELACRUZ MEWS,NORTH PATRICIA,29847,NY,,,2022-05-06,2022-05-06
SP-67012903,67012903,KRISTI FIELDS,SHEILATON,67012,NY,,,2022-05-06,2022-05-06
SP-89468012,89468012,RIOS PARKS,MARCUSTOWN,89468,NY,,,2022-05-06,2022-05-06
SP-14273017,14273017,LEON CAUSEWAY,NORTH MICHAELBOROUGH,14273,NY,,,2022-05-06,2022-05-06
SP-59730911,59730911,GREGORY MEADOW,GIBBSCHESTER,59730,NY,,,2022-05-06,2022-05-06
SP-82169471,82169471,KRISTINA GROVE,MORRISBOROUGH,82169,NY,,,2022-05-06,2022-05-06
SP-38325544,38325544,NICOLE GREENS,PORT SEAN,38325,NY,,,2022-05-06,2022-05-06
SP-74560717,74560717,RICHARD PIKE,SOUTH TIMOTHY,74560,NY,,,2022-05-06,2022-05-06
SP-91028194,91028194,SANDERS ROADS,NORTH BLAKE,91028,NY,,,2022-05-06,2022-05-06
SP-41854991,41854991,RHONDA LIGHTS,CONNORSHIRE,41854,NY,,,2022-05-06,2022-05-06
SP-27695010,27695010,TYLER LIGHTS,MELISSAFURT,27695,NY,,,2022-05-06,2022-05-06
SP-63904806,63904806,GUERRA FOREST,PORT JOSHUABERG,63904,NY,,,2022-05-06,2022-05-06
SP-85460298,85460298,NATHAN FORDS,WEAVERFORT,85460,NY,,,2022-05-06,2022-05-06
SP-13198614,13198614,COLLIER FORK,CHARLESVILLE,13198,NY,,,2022-05-06,2022-05-06
SP-50345183,50345183,CHRISTINA COURTS,NORTH TAMMYBOROUGH,50345,NY,,,2022-05-06,2022-05-06
SP-78985327,78985327,CHANG UNION,PORT SAMUELSHIRE,78985,NY,,,2022-05-06,2022-05-06
SP-36508037,36508037,WHITE CROSSROAD,LAKE JENNYTOWN,36508,NY,,,2022-05-06,2022-05-06
SP-69791582,69791582,TRACY FOREST,BAILEYFORT,69791,NY,,,2022-05-06,2022-05-06
SP-94005971,94005971,ELIZABETH PORTS,BECKYVILLE,94005,NY,,,2022-05-06,2022-05-06
SP-52810801,52810801,AMY OVERPASS,EAST ANTHONY,52810,NY,,,2022-05-06,2022-05-06
SP-76182899,76182899,WHITE CORNER,EAST KATIE,76182,NY,,,2022-05-06,2022-05-06
SP-41239914,41239914,DAVIS FORK,EAST CHRISTYCHESTER,41239,NY,,,2022-05-06,2022-05-06
SP-29803412,29803412,PAUL ISLE,SOUTH KRISTIELAND,29803,NY,,,2022-05-06,2022-05-06
SP-67095794,67095794,KAYLA MOUNTAINS,PORT LAURIEBURGH,67095,NY,,,2022-05-06,2022-05-06
SP-58291405,58291405,OMAR MEADOW,SOUTH TRACEY,89402,NY,,,2022-05-06,2022-05-06
SP-74920592,74920592,BRYAN SQUARES,PORT AUSTIN,14215,NY,,,2022-05-06,2022-05-06
SP-10643987,10643987,TIMOTHY STREET,CARLSONPORT,59794,NY,,,2022-05-06,2022-05-06
SP-96415812,96415812,HANSON LIGHT,MELANIEPORT,82103,NY,,,2022-05-06,2022-05-06
SP-57864957,57864957,PATRICK BRIDGE,WESLEYBURGH,38369,NY,,,2022-05-06,2022-05-06
SP-82395763,82395763,SMITH ROUTE,PORT ALEJANDRO,74504,NY,,,2023-05-10,2023-06-15
SP-49162044,49162044,SAMUEL BRIDGE,BRIANPORT,91012,NY,,,2022-05-06,2022-05-06
SP-36041819,36041819,MONICA STRAVENUE,GREENMOUTH,41878,NY,,,2022-05-06,2022-05-06
SP-70695872,70695872,PECK VIA,JOSEPHPORT,27658,NY,,,2022-05-06,2022-05-06
SP-25830748,25830748,PRESTON KNOLLS,GREGORYVIEW,63990,NY,,,2022-05-06,2022-05-06
SP-81974532,81974532,ROBINSON COVE,EAST RACHAEL,85473,NY,,,2022-05-06,2022-05-06
SP-14796213,14796213,SMITH HILL,WHITETON,13126,NY,,,2022-05-06,2022-05-06
SP-60438159,60438159,SARA ROADS,MARYSTAD,50389,NY,,,2022-05-06,2022-05-06
SP-93527064,93527064,LAURA ISLE,NORTH MICHAELFORT,78957,NY,,,2022-05-06,2022-05-06
SP-71294629,71294629,BAXTER VILLAGE,EAST ADAMSHIRE,36530,NY,,,2022-05-06,2022-05-06
SP-58971390,58971390,SHORT PORT,NEW SABRINABURY,69735,NY,,,2022-05-06,2022-05-06
SP-27846912,27846912,BAILEY KNOLLS,KARENBERG,94083,NY,,,2022-05-06,2022-05-06
SP-64028143,64028143,DAVIS SHOAL,KAISERVILLE,58291,NY,,,2022-05-06,2022-05-06
SP-85709451,85709451,JOSEPH RAPID,TAYLORVIEW,74920,NY,,,2022-05-06,2022-05-06
SP-13285621,13285621,CARRILLO MOUNTAIN,ROBBINSBURY,10643,NY,,,2022-05-06,2022-05-06
SP-59247087,59247087,CHRISTIAN VISTA,NEW TERESAVILLE,96415,NY,,,2022-05-06,2022-05-06
SP-78451964,78451964,PHELPS MEADOWS,NANCYBURY,57864,NY,,,2022-05-06,2022-05-06
SP-36187415,36187415,MACDONALD LOCK,FINLEYSHIRE,82395,NY,,,2022-05-06,2022-05-06
SP-69852098,69852098,DEAN BURG,LAKE KRISTIE,49162,NY,,,2022-05-06,2022-05-06
SP-94076809,94076809,MASON ISLE,JESSICAFORT,36041,NY,,,2022-05-06,2022-05-06
SP-52764092,52764092,ANTHONY PASSAGE,SANTIAGOVILLE,70695,NY,,,2022-05-06,2022-05-06
SP-76839503,76839503,COPELAND STREAM,LAKE MEGANLAND,25830,NY,,,2022-05-06,2022-05-06
SP-40596893,40596893,CONNER DRIVE,RICARDOSTAD,81974,NY,,,2022-05-06,2022-05-06
SP-29651712,29651712,HERRING MOUNTAIN,NEW MARCIAVIEW,14796,NY,,,2022-05-06,2022-05-06
SP-67328436,67328436,AARON INLET,SHAWFURT,60438,NY,,,2022-05-06,2022-05-06
SP-89470244,89470244,HOPKINS VIEW,EAST ADRIENNESHIRE,93527,NY,,,2022-05-06,2024-02-15
SP-14598328,14598328,MILLER HOLLOW,WEST CHRISTINEBURY,71294,NY,,,2022-05-06,2022-05-06
SP-50176456,50176456,SMITH ROADS,SOUTH ERICSIDE,58971,NY,,,2022-05-06,2022-05-06
SP-78326075,78326075,MEYER ROW,JENNIFERFURT,27846,NY,,,2022-05-06,2022-05-06
SP-36249896,36249896,MIRANDA PORT,SIMPSONBURGH,64028,NY,,,2022-05-06,2022-05-06
SP-69750131,69750131,VALERIE LANDING,VERONICAHAVEN,85709,NY,,,2022-05-06,2022-05-06
SP-93012751,93012751,JASON STREETS,AMYTON,13285,NY,,,2022-05-06,2022-05-06
SP-51870988,51870988,MORALES CREEK,TRACYCHESTER,59247,NY,,,2022-05-06,2022-05-06
SP-76481957,76481957,CUMMINGS FORKS,EAST CHRISTOPHER,78451,NY,,,2022-05-06,2022-05-06
SP-40958768,40958768,CYNTHIA LOAF,SOUTH RODNEY,36187,NY,,,2022-05-06,2022-05-06
SP-28460341,28460341,STEVENS SPRING,JENNATON,69852,NY,,,2022-05-06,2022-05-06
SP-67514832,67514832,BROWN PARKWAY,RANDYTOWN,94076,NY,,,2022-05-06,2022-05-06
SP-89246304,89246304,SAUNDERS RAMP,PORT MICHELLEVIEW,52764,NY,,,2022-05-06,2022-05-06
SP-14072868,14072868,MACIAS TUNNEL,LAKE AMBERTOWN,76839,NY,,,2022-05-06,2022-05-06
SP-59907455,59907455,SMITH ISLANDS,PORT SAMUELTOWN,40596,NY,,,2022-05-06,2022-05-06
SP-82153672,82153672,CARR JUNCTIONS,DANIELLESHIRE,29651,NY,,,2022-05-06,2022-05-06
SP-38709203,38709203,ZUNIGA LANDING,PORT ALYSSA,67328,NY,,,2022-05-06,2022-05-06
SP-74691875,74691875,WARD BURGS,PORT ERICA,89470,NY,,,2022-05-06,2022-05-06
SP-91358052,91358052,ANTHONY PORT,KINGMOUTH,14598,NY,,,2022-05-06,2022-05-06
SP-41096282,41096282,JEFFREY BYPASS,CHAVEZSIDE,50176,NY,,,2022-05-06,2022-05-06
SP-27948109,27948109,BURGESS HARBOR,ANNETTEMOUTH,78326,NY,,,2022-05-06,2022-05-06
SP-64807580,64807580,LEE WAY,PORT CHRISTINEFURT,36249,NY,,,2022-05-06,2022-05-06
SP-86794220,86794220,JULIE MILLS,NORTH JOSESHIRE,69750,NY,,,2022-05-06,2022-05-06
SP-13079654,13079654,WILLIAMS DRIVES,NEW DWAYNE,93012,NY,,,2022-05-06,2022-05-06
SP-50738408,50738408,JENNIFER LODGE,EAST PETER,51870,NY,,,2022-05-06,2022-05-06
SP-78265076,78265076,JENKINS RIVER,ASHLEESTAD,76481,NY,,,2022-05-06,2022-05-06
SP-36194257,36194257,GONZALEZ INLET,NEW DANIELLE,40958,NY,,,2022-05-06,2023-10-30
SP-69031723,69031723,VICTORIA VIEW,SOUTH ROBERTSIDE,28460,NY,,,2022-05-06,2022-05-06
SP-93421506,93421506,BRADLEY SPRING,PORT MARYHAVEN,67514,NY,,,2022-05-06,2022-05-06
SP-52078445,52078445,OCONNELL FIELDS,ANTHONYSHIRE,89246,NY,,,2022-05-06,2022-05-06
SP-76935173,76935173,ROBIN STREAM,SOUTH ARIELSTAD,14072,NY,,,2022-05-06,2022-05-06
SP-40287521,40287521,WRIGHT JUNCTION,WEST LISA,59907,NY,,,2022-05-06,2022-05-06
SP-29861497,29861497,HAMMOND CENTER,PORT BRADLEYBOROUGH,82153,NY,,,2022-05-06,2022-05-06
SP-67195093,67195093,GREEN EXPRESSWAY,HARDINPORT,38709,NY,,,2022-05-06,2022-05-06
SP-89647568,89647568,BURKE LANE,SOUTH RACHELBURGH,74691,NY,,,2022-05-06,2022-05-06
SP-14927383,14927383,KELLI TUNNEL,WILLIAMCHESTER,91358,NY,,,2022-05-06,2022-05-06
SP-59360858,59360858,WHITE MEADOW,KENNETHLAND,41096,NY,,,2023-10-03,2023-10-03
SP-82931451,82931451,NIXON PARKS,WEST ROBERT,27948,NY,,,2022-05-06,2022-05-06
SP-37495846,37495846,KAREN CREEK,CAMPBELLBURY,64807,NY,,,2022-05-06,2022-05-06
SP-75280640,75280640,JARED HIGHWAY,NEW DOUGLAS,86794,NY,,,2022-05-06,2022-05-06
SP-91526706,91526706,KIMBERLY MILLS,WRIGHTMOUTH,13079,NY,,,2022-05-06,2022-05-06
SP-41860387,41860387,DAVIS CREEK,KATELYNMOUTH,50738,NY,,,2022-05-06,2022-05-06
SP-27359858,27359858,KIMBERLY FREEWAY,RONALDLAND,78265,NY,,,2022-05-06,2022-05-06
SP-64572178,64572178,BLANCHARD VILLAGE,WONGBERG,36194,NY,,,2022-05-06,2022-05-06
SP-86294067,86294067,BENJAMIN DAM,PORT RICHARD,69031,NY,,,2022-05-06,2022-05-06
SP-13548740,13548740,WIGGINS LAKES,WEST JOSHUASIDE,93421,NY,,,2022-05-06,2022-05-06
SP-50397203,50397203,CHRISTOPHER CENTER,ROBINSONTON,52078,NY,,,2022-05-06,2022-05-06
SP-78912657,78912657,SHELBY COVE,ROBERTLAND,76935,NY,,,2022-05-06,2022-05-06
SP-36974009,36974009,MILLER RIDGES,MARTINTOWN,40287,NY,,,2022-05-06,2022-05-06
SP-69285763,69285763,DALTON CREST,DONNASTAD,29861,NY,,,2022-05-06,2022-05-06
SP-93706291,93706291,BAKER TERRACE,DEBRATON,67195,NY,,,2022-05-06,2022-05-06
SP-52603122,52603122,EDWARDS OVAL,LORETTAMOUTH,89647,NY,,,2022-05-06,2022-05-06
SP-76394538,76394538,GARCIA PARKS,ANDERSONFURT,14927,NY,,,2022-05-06,2022-05-06
SP-40813533,40813533,VANESSA BURG,WAYNEPORT,59360,NY,,,2022-05-06,2022-05-06
SP-28760552,28760552,JOY TRAIL,NORTH PATRICKSHIRE,82931,NY,,,2022-05-06,2022-05-06
SP-67841937,67841937,MICHAEL MILLS,BETHANYMOUTH,37495,NY,,,2022-05-06,2022-05-06
SP-89570358,89570358,ROWE PIKE,EAST DENISE,75280,NY,,,2022-05-06,2022-05-06
SP-14096729,14096729,DICKERSON FALLS,GOLDENBERG,91526,NY,,,2022-05-06,2022-05-06
SP-59648054,59648054,ANDREW FREEWAY,NORTH LUCASTON,41860,NY,,,2022-05-06,2022-05-06
SP-82369431,82369431,VAUGHN MOUNTAIN,SINGLETONVIEW,27359,NY,,,2022-05-06,2022-05-06
SP-38605758,38605758,KYLE WAY,NORTH CONNIETOWN,64572,NY,,,2022-05-06,2022-05-06
SP-74150376,74150376,BLACK SQUARE,HERNANDEZBURGH,86294,NY,,,2022-05-06,2022-05-06
SP-91820737,91820737,MARVIN PARKWAY,TAYLORBOROUGH,13548,NY,,,2022-05-06,2022-05-06
SP-41503623,41503623,COLLINS RUN,WEST JENNIFERSHIRE,50397,NY,,,2022-05-06,2022-05-06
SP-27845130,27845130,PATRICK MOUNT,CASEYBOROUGH,78912,NY,,,2022-05-06,2022-05-06
SP-64930555,64930555,ROSE BURG,LAKE DANIELHAVEN,36974,NY,,,2022-05-06,2022-05-06
SP-86721462,86721462,SIMMONS HILL,EAST EDWARD,69285,NY,,,2022-05-06,2022-05-06
SP-13492546,13492546,CHARLES OVERPASS,HERRERAHAVEN,93706,NY,,,2022-05-06,2022-05-06
SP-51263823,51263823,BROWN UNIONS,MAXWELLTOWN,52603,NY,,,2022-05-06,2022-05-06
SP-79380155,79380155,FLETCHER STREET,SIMONBOROUGH,76394,NY,,,2022-05-06,2022-05-06
SP-35247969,35247969,RACHEL MEADOW,WOLFETON,40813,NY,,,2022-05-06,2022-05-06
SP-68139041,68139041,JENNIFER PARK,NORTH SARAH,28760,NY,,,2022-05-06,2022-05-06
SP-93074157,93074157,TIFFANY MOUNTAINS,WEST JENNIFERSIDE,67841,NY,,,2022-05-06,2022-05-06
SP-52491676,52491676,NELSON FALL,ROBINSONMOUTH,89570,NY,,,2022-05-06,2022-05-06
SP-76905427,76905427,WILLIAMS WAY,MATTHEWSTAD,14096,NY,,,2022-05-06,2022-05-06
SP-40768229,40768229,GIBBS ISLE,NORTH ANNAPORT,59648,NY,,,2022-05-06,2022-05-06
SP-29183584,29183584,WALKER PLAINS,BROWNPORT,82369,NY,,,2022-05-06,2022-05-06
SP-67502356,67502356,MATTHEWS VALLEY,JOHNSONSIDE,38605,NY,,,2022-05-06,2022-05-06
SP-89154060,89154060,SHELTON COVE,ROBERTMOUTH,74150,NY,,,2022-05-06,2022-05-06
SP-14827036,14827036,ROBERTS GREEN,WEST AMANDAMOUTH,91820,NY,,,2022-05-06,2022-05-06
