meter_id,meter_timestamp,meter_duration,meter_value,meter_type,meter_category
MTR-80462971,2024-10-31T23:37:00Z,31,38,Estimation,Periodic
MTR-35280719,2024-10-01T14:59:00Z,33,26,Estimation,Periodic
MTR-69014827,2024-08-30T23:36:00Z,30,21,Estimation,Periodic
MTR-94750281,2024-08-01T23:46:00Z,31,22,Estimation,Periodic
MTR-12846905,2024-07-02T23:35:00Z,29,21,Estimation,Periodic
MTR-58024791,2024-11-25T20:41:00Z,34,45,Estimation,Periodic
MTR-73190584,2024-11-27T20:22:00Z,28,76,Company,Periodic
MTR-40659217,2024-11-27T20:22:00Z,28,56,Company,Periodic
MTR-26918470,2024-11-25T20:41:00Z,34,73,Estimation,Periodic
MTR-86749201,2024-11-25T20:41:00Z,34,57,Estimation,Periodic
MTR-14530297,2024-11-27T20:23:00Z,28,7,Company,Periodic
MTR-59478310,2024-10-31T23:37:00Z,31,5,Estimation,Periodic
MTR-87320541,2024-10-01T14:59:00Z,33,3,Estimation,Periodic
MTR-32891745,2024-08-30T23:36:00Z,30,4,Estimation,Periodic
MTR-76018432,2024-08-01T23:46:00Z,31,3,Estimation,Periodic
MTR-91587024,2024-07-02T23:35:00Z,29,3,Estimation,Periodic
MTR-40731682,2024-11-25T20:41:00Z,34,20,Estimation,Periodic
MTR-25406791,2024-11-27T20:23:00Z,28,91,Company,Periodic
MTR-63059821,2024-11-25T20:41:00Z,34,54,Estimation,Periodic
MTR-84279153,2024-11-27T20:24:00Z,28,12,Company,Periodic
MTR-13850742,2024-11-25T20:41:00Z,34,21,Estimation,Periodic
MTR-50268197,2024-11-27T20:24:00Z,28,15,Company,Periodic
MTR-78405126,2024-10-31T23:37:00Z,31,16,Estimation,Periodic
MTR-36912548,2024-10-01T14:59:00Z,33,18,Estimation,Periodic
MTR-69028743,2024-08-30T23:36:00Z,30,15,Estimation,Periodic
MTR-93045187,2024-08-01T23:46:00Z,31,16,Estimation,Periodic
MTR-51739286,2024-07-02T23:35:00Z,29,15,Estimation,Periodic
MTR-76204813,2024-11-25T20:41:00Z,34,55,Estimation,Periodic
MTR-40597821,2024-11-27T20:25:00Z,28,16,Company,Periodic
MTR-28461359,2024-10-31T23:37:00Z,31,11,Estimation,Periodic
MTR-67820341,2024-10-01T14:59:00Z,33,7,Estimation,Periodic
MTR-89457012,2024-08-30T23:36:00Z,30,6,Estimation,Periodic
MTR-14629857,2024-08-01T23:46:00Z,31,5,Estimation,Periodic
MTR-59187420,2024-07-02T23:35:00Z,29,5,Estimation,Periodic
MTR-82346109,2024-11-25T20:41:00Z,34,128,Estimation,Periodic
MTR-37954026,2024-11-27T20:25:00Z,28,53,Company,Periodic
MTR-74508361,2024-11-25T20:40:00Z,34,0,Estimation,Periodic
MTR-91872540,2024-11-25T20:41:00Z,34,28,Estimation,Periodic
MTR-40687213,2024-11-25T20:40:00Z,34,48,Estimation,Periodic
MTR-27401695,2024-11-25T20:40:00Z,34,41,Estimation,Periodic
MTR-63847920,2024-11-27T20:29:00Z,28,2,Company,Periodic
MTR-85712093,2024-11-25T20:40:00Z,34,100,Estimation,Periodic
MTR-13950827,2024-11-27T19:04:00Z,29,85,Company,Periodic
MTR-52047968,2024-11-25T20:40:00Z,34,23,Estimation,Periodic
MTR-79302541,2024-11-25T20:40:00Z,34,66,Estimation,Periodic
MTR-35264087,2024-11-25T20:41:00Z,34,24,Estimation,Periodic
MTR-68094152,2024-11-25T20:40:00Z,34,46,Estimation,Periodic
MTR-93021587,2024-11-25T20:40:00Z,34,92,Estimation,Periodic
MTR-51486327,2024-11-27T18:56:00Z,29,19,Company,Periodic
MTR-76845210,2024-11-27T20:13:00Z,29,0,Company,Periodic
MTR-40259781,2024-10-30T23:44:00Z,31,0,Estimation,Periodic
MTR-28917564,2024-11-27T20:13:00Z,29,10,Company,Periodic
MTR-67482310,2024-11-27T19:35:00Z,29,66,Company,Periodic
MTR-89541062,2024-11-27T18:33:00Z,29,6,Company,Periodic
MTR-14752038,2024-10-30T23:44:00Z,31,6,Estimation,Periodic
MTR-59821740,2024-11-27T18:33:00Z,29,0,Company,Periodic
MTR-82143957,2024-11-27T18:34:00Z,29,90,Company,Periodic
MTR-37159820,2024-11-27T18:34:00Z,29,69,Company,Periodic
MTR-75208413,2024-11-27T18:35:00Z,29,138,Company,Periodic
MTR-91730284,2024-11-27T18:36:00Z,29,137,Company,Periodic
MTR-40865197,2024-11-27T18:37:00Z,29,0,Company,Periodic
MTR-26791054,2024-10-30T23:44:00Z,31,0,Estimation,Periodic
MTR-64178209,2024-11-27T18:38:00Z,29,114,Company,Periodic
MTR-85914027,2024-11-27T18:47:00Z,29,15,Company,Periodic
MTR-13472958,2024-10-30T23:44:00Z,31,16,Estimation,Periodic
MTR-50761984,2024-11-27T18:40:00Z,29,117,Company,Periodic
MTR-78206451,2024-11-27T18:40:00Z,29,153,Company,Periodic
MTR-36409257,2024-11-27T18:41:00Z,29,155,Company,Periodic
MTR-69582140,2024-11-27T18:43:00Z,29,80,Company,Periodic
MTR-93647102,2024-11-27T18:45:00Z,29,77,Company,Periodic
MTR-52680471,2024-11-27T18:48:00Z,59,9099,Company,Periodic
MTR-76398142,2024-11-27T18:48:00Z,29,8,Company,Periodic
MTR-41352897,2024-10-30T23:44:00Z,31,5,Estimation,Periodic
MTR-29570846,2024-11-27T18:49:00Z,29,47,Company,Periodic
MTR-67243980,2024-11-27T18:50:00Z,29,219,Company,Periodic
MTR-89821034,2024-11-27T18:50:00Z,29,25,Company,Periodic
MTR-15087324,2024-11-27T18:51:00Z,29,51,Company,Periodic
MTR-59902871,2024-11-27T18:51:00Z,29,26,Company,Periodic
MTR-82617049,2024-11-27T18:51:00Z,29,46,Company,Periodic
MTR-38759240,2024-11-27T18:51:00Z,29,124,Company,Periodic
MTR-74890316,2024-11-27T18:52:00Z,29,71,Company,Periodic
MTR-91487052,2024-11-27T18:52:00Z,29,0,Company,Periodic
MTR-41058672,2024-10-30T23:44:00Z,31,0,Estimation,Periodic
MTR-27946310,2024-11-27T18:53:00Z,29,31,Company,Periodic
MTR-63945782,2024-11-27T18:53:00Z,29,34,Company,Periodic
MTR-85271309,2024-11-27T18:54:00Z,29,21,Company,Periodic
MTR-14195720,2024-11-27T18:54:00Z,29,0,Company,Periodic
MTR-50372896,2024-11-27T18:55:00Z,29,43,Company,Periodic
MTR-78906421,2024-11-27T18:55:00Z,29,28,Company,Periodic
MTR-36049278,2024-11-27T18:55:00Z,29,109,Company,Periodic
MTR-69247501,2024-11-27T18:55:00Z,59,270,Company,Periodic
MTR-93480256,2024-11-27T18:56:00Z,29,64,Company,Periodic
MTR-58192047,2024-11-27T18:56:00Z,29,65,Company,Periodic
MTR-74305821,2024-11-27T18:57:00Z,29,112,Company,Periodic
MTR-12679430,2024-11-27T18:57:00Z,59,1139,Company,Periodic
MTR-90418375,2024-11-27T18:58:00Z,29,65,Company,Periodic
MTR-36852019,2024-11-27T18:58:00Z,59,145,Company,Periodic
MTR-67523941,2024-11-27T18:58:00Z,29,32,Company,Periodic
MTR-81249073,2024-11-27T18:59:00Z,29,98,Company,Periodic
MTR-25431908,2024-11-27T19:00:00Z,29,19,Company,Periodic
MTR-73951286,2024-11-27T19:00:00Z,29,15,Company,Periodic
MTR-90674812,2024-11-27T19:00:00Z,29,36,Company,Periodic
MTR-41825930,2024-11-27T19:00:00Z,29,31,Company,Periodic
MTR-53094768,2024-10-30T23:44:00Z,31,21,Estimation,Periodic
MTR-87260159,2024-11-27T19:28:00Z,29,42,Company,Periodic
MTR-34907512,2024-11-27T19:29:00Z,29,77,Company,Periodic
MTR-69812457,2024-11-27T19:30:00Z,29,81,Company,Periodic
MTR-92058143,2024-11-27T19:30:00Z,29,90,Company,Periodic
MTR-48571902,2024-11-27T19:31:00Z,29,32,Company,Periodic
MTR-25784619,2024-11-27T19:32:00Z,29,29,Company,Periodic
MTR-63492078,2024-11-27T19:32:00Z,29,70,Company,Periodic
MTR-87516340,2024-11-27T19:32:00Z,29,100,Company,Periodic
MTR-13968470,2024-11-27T19:33:00Z,29,107,Company,Periodic
MTR-52173084,2024-11-27T19:33:00Z,29,18,Company,Periodic
MTR-79468520,2024-11-27T20:14:00Z,29,89,Company,Periodic
MTR-36814297,2024-11-27T20:15:00Z,29,17,Company,Periodic
MTR-60291743,2024-11-27T20:15:00Z,29,70,Company,Periodic
MTR-94508721,2024-11-27T20:15:00Z,29,58,Company,Periodic
MTR-51846230,2024-10-30T23:44:00Z,31,36,Estimation,Periodic
MTR-78139564,2024-11-27T20:16:00Z,29,66,Company,Periodic
MTR-40257398,2024-11-27T20:16:00Z,59,77,Company,Periodic
MTR-26038145,2024-11-27T19:03:00Z,29,58,Company,Periodic
MTR-64927513,2024-11-27T19:04:00Z,29,26,Company,Periodic
MTR-82917406,2024-10-30T23:44:00Z,31,15,Estimation,Periodic
MTR-15784269,2024-11-27T19:04:00Z,29,84,Company,Periodic
MTR-59643027,2024-11-27T19:05:00Z,29,17,Company,Periodic
MTR-87326014,2024-11-27T19:05:00Z,29,9,Company,Periodic
MTR-34287950,2024-11-27T19:06:00Z,29,132,Company,Periodic
MTR-70415628,2024-11-27T20:30:00Z,29,77,Company,Periodic
MTR-92604731,2024-11-27T20:30:00Z,29,90,Company,Periodic
MTR-48206519,2024-11-27T20:11:00Z,29,98,Company,Periodic
MTR-27149380,2024-11-27T20:22:00Z,29,67,Company,Periodic
MTR-63870425,2024-11-27T18:30:00Z,29,73,Company,Periodic
MTR-85421960,2024-11-27T18:32:00Z,120,1167,Company,Periodic
MTR-14389527,2024-11-27T18:31:00Z,59,2876,Company,Periodic
MTR-51578246,2024-11-27T18:31:00Z,29,10,Company,Periodic
MTR-79840621,2024-10-30T23:44:00Z,31,11,Estimation,Periodic
MTR-36974015,2024-09-30T23:35:00Z,33,11,Estimation,Periodic
MTR-69058241,2024-08-29T23:35:00Z,30,10,Estimation,Periodic
MTR-93174058,2024-11-27T20:24:00Z,29,34,Company,Periodic
MTR-52798403,2024-11-27T20:24:00Z,59,67,Company,Periodic
MTR-76281045,2024-11-27T20:26:00Z,29,36,Company,Periodic
MTR-40982561,2024-10-30T23:44:00Z,31,21,Estimation,Periodic
MTR-28430567,2024-11-27T20:26:00Z,29,1,Company,Periodic
MTR-67541398,2024-11-27T20:17:00Z,29,34,Company,Periodic
MTR-89014725,2024-11-27T19:16:00Z,29,109,Company,Periodic
MTR-14750298,2024-11-27T19:15:00Z,29,5,Company,Periodic
MTR-50983621,2024-10-30T23:44:00Z,31,4,Estimation,Periodic
MTR-78492063,2024-11-27T19:14:00Z,29,129,Company,Periodic
MTR-34295107,2024-11-27T19:15:00Z,29,45,Company,Periodic
MTR-69817524,2024-11-27T19:14:00Z,29,79,Company,Periodic
MTR-90756284,2024-11-27T19:13:00Z,29,36,Company,Periodic
MTR-41608429,2024-10-30T23:44:00Z,31,38,Estimation,Periodic
MTR-25391740,2024-09-30T23:35:00Z,33,40,Estimation,Periodic
MTR-64153872,2024-08-29T23:35:00Z,28,34,Estimation,Periodic
MTR-82906154,2024-11-27T19:10:00Z,59,106,Company,Periodic
MTR-16258730,2024-11-27T19:10:00Z,59,9983,Company,Periodic
MTR-52496087,2024-11-27T19:09:00Z,29,62,Company,Periodic
MTR-79321406,2024-11-27T19:08:00Z,29,37,Company,Periodic
MTR-37564089,2024-10-30T23:44:00Z,31,25,Estimation,Periodic
MTR-70482195,2024-11-27T19:08:00Z,29,17,Company,Periodic
MTR-94852031,2024-11-27T19:02:00Z,29,176,Company,Periodic
MTR-53768214,2024-11-27T19:26:00Z,29,67,Company,Periodic
MTR-76930182,2024-11-27T19:26:00Z,29,42,Company,Periodic
MTR-40159872,2024-11-27T19:24:00Z,29,59,Company,Periodic
MTR-,2024-11-27T19:23:00Z,29,82,Company,Periodic
MTR-58192047,2024-11-27T19:22:00Z,29,104,Company,Periodic
MTR-74305821,2024-11-27T19:22:00Z,29,70,Company,Periodic
MTR-12679430,2024-11-27T19:21:00Z,29,68,Company,Periodic
MTR-90418375,2024-11-27T19:20:00Z,29,9,Company,Periodic
MTR-36852019,2024-11-27T19:20:00Z,29,100,Company,Periodic
MTR-67523941,2024-11-27T19:19:00Z,29,56,Company,Periodic
MTR-81249073,2024-11-27T19:18:00Z,29,9926,Company,Periodic
MTR-25431908,2024-11-27T19:18:00Z,29,32,Company,Periodic
MTR-73951286,2024-11-27T19:17:00Z,29,55,Company,Periodic
MTR-90674812,2024-11-27T19:16:00Z,29,70,Company,Periodic
MTR-41825930,2024-11-27T20:19:00Z,29,77,Company,Periodic
MTR-53094768,2024-11-27T18:20:00Z,29,0,Company,Periodic
MTR-87260159,2024-11-27T18:21:00Z,29,109,Company,Periodic
MTR-34907512,2024-11-27T18:20:00Z,63,141,Company,Periodic
MTR-69812457,2024-11-27T18:20:00Z,63,102,Company,Periodic
MTR-92058143,2024-11-27T18:19:00Z,29,85,Company,Periodic
MTR-48571902,2024-11-27T18:19:00Z,29,9,Company,Periodic
MTR-25784619,2024-11-27T18:18:00Z,29,9,Company,Periodic
MTR-63492078,2024-10-30T23:44:00Z,35,9,Estimation,Periodic
MTR-87516340,2024-11-27T18:18:00Z,29,54,Company,Periodic
MTR-13968470,2024-11-27T18:26:00Z,29,160,Company,Periodic
MTR-52173084,2024-11-27T18:26:00Z,29,25,Company,Periodic
MTR-79468520,2024-11-27T18:24:00Z,29,46,Company,Periodic
MTR-36814297,2024-11-27T18:23:00Z,63,121,Company,Periodic
MTR-60291743,2024-11-27T18:23:00Z,29,194,Company,Periodic
MTR-94508721,2024-11-27T18:23:00Z,29,11,Company,Periodic
MTR-51846230,2024-11-27T18:22:00Z,29,103,Company,Periodic
MTR-78139564,2024-11-27T18:22:00Z,29,27,Company,Periodic
MTR-40257398,2024-10-30T23:43:00Z,35,20,Estimation,Periodic
MTR-26038145,2024-11-27T18:22:00Z,29,220,Company,Periodic
MTR-64927513,2024-11-27T18:22:00Z,29,14,Company,Periodic
MTR-82917406,2024-11-27T18:35:00Z,29,184,Company,Periodic
MTR-15784269,2024-11-27T18:37:00Z,29,1,Company,Periodic
MTR-59643027,2024-11-27T18:37:00Z,29,2,Company,Periodic
MTR-87326014,2024-11-27T18:39:00Z,63,1453,Company,Periodic
MTR-34287950,2024-11-27T18:37:00Z,29,48,Company,Periodic
MTR-70415628,2024-11-27T18:41:00Z,29,31,Company,Periodic
MTR-92604731,2024-11-27T18:42:00Z,29,26,Company,Periodic
MTR-48206519,2024-11-27T18:42:00Z,29,54,Company,Periodic
MTR-27149380,2024-11-27T18:43:00Z,29,111,Company,Periodic
MTR-63870425,2024-11-27T18:43:00Z,63,8332,Company,Periodic
MTR-85421960,2024-11-27T18:43:00Z,29,10,Company,Periodic
MTR-14389527,2024-10-30T23:43:00Z,35,12,Estimation,Periodic
MTR-51578246,2024-11-27T18:45:00Z,29,96,Company,Periodic
MTR-79840621,2024-11-27T18:44:00Z,29,111,Company,Periodic
MTR-36974015,2024-11-27T18:44:00Z,29,127,Company,Periodic
MTR-69058241,2024-11-27T18:45:00Z,29,118,Company,Periodic
MTR-93174058,2024-11-27T18:45:00Z,29,101,Company,Periodic
MTR-52798403,2024-11-25T20:40:00Z,33,57,Estimation,Periodic
MTR-76281045,2024-11-27T18:46:00Z,29,94,Company,Periodic
MTR-40982561,2024-11-27T18:46:00Z,63,98,Company,Periodic
MTR-28430567,2024-11-27T18:47:00Z,29,128,Company,Periodic
MTR-67541398,2024-11-27T18:35:00Z,29,25,Company,Periodic
MTR-89014725,2024-10-30T23:44:00Z,35,26,Estimation,Periodic
MTR-14750298,2024-11-27T14:50:00Z,29,0,Company,Periodic
MTR-50983621,2024-11-27T14:50:00Z,29,40,Company,Periodic
MTR-78492063,2024-11-27T14:44:00Z,62,9642,Company,Periodic
MTR-34295107,2024-11-27T14:40:00Z,62,50,Company,Periodic
MTR-69817524,2024-11-27T14:39:00Z,29,24,Company,Periodic
MTR-90756284,2024-10-30T23:43:00Z,34,27,Estimation,Periodic
MTR-41608429,2024-11-27T15:48:00Z,29,10,Company,Periodic
MTR-25391740,2024-10-30T23:43:00Z,31,10,Estimation,Periodic
MTR-64153872,2024-09-30T23:35:00Z,33,10,Estimation,Periodic
MTR-82906154,2024-08-29T23:34:00Z,30,10,Estimation,Periodic
MTR-16258730,2024-07-31T23:35:00Z,31,9,Estimation,Periodic
MTR-52496087,2024-07-01T23:34:00Z,32,10,Estimation,Periodic
MTR-79321406,2024-11-27T15:48:00Z,29,31,Company,Periodic
MTR-37564089,2024-11-27T14:36:00Z,29,0,Company,Periodic
MTR-70482195,2024-11-27T14:36:00Z,29,0,Company,Periodic
MTR-94852031,2024-11-27T14:32:00Z,29,38,Company,Periodic
MTR-53768214,2024-11-27T14:38:00Z,29,130,Company,Periodic
MTR-76930182,2024-11-27T14:29:00Z,29,120,Company,Periodic
MTR-40159872,2024-11-27T14:28:00Z,29,251,Company,Periodic
MTR-29874630,2024-11-27T15:33:00Z,62,8,Company,Periodic
MTR-67952048,2024-11-27T15:34:00Z,29,53,Company,Periodic
MTR-89540321,2024-11-27T15:36:00Z,29,107,Company,Periodic
MTR-15478092,2024-11-27T15:37:00Z,29,275,Company,Periodic
MTR-51064387,2024-11-27T15:38:00Z,29,94,Company,Periodic
MTR-78659240,2024-11-27T15:40:00Z,29,74,Company,Periodic
MTR-36104729,2024-11-25T20:41:00Z,32,113,Estimation,Periodic
MTR-69254087,2024-11-25T20:41:00Z,32,163,Estimation,Periodic
MTR-93150264,2024-11-25T20:41:00Z,32,121,Estimation,Periodic
MTR-52837019,2024-11-25T20:41:00Z,32,120,Estimation,Periodic
MTR-76590812,2024-11-25T20:41:00Z,32,116,Estimation,Periodic
MTR-40821453,2024-11-25T20:41:00Z,32,130,Estimation,Periodic
MTR-29067154,2024-11-25T20:41:00Z,32,80,Estimation,Periodic
MTR-67394825,2024-11-27T20:56:00Z,28,25,Company,Periodic
MTR-89742106,2024-10-31T23:36:00Z,31,27,Estimation,Periodic
MTR-15098472,2024-10-01T14:59:00Z,33,28,Estimation,Periodic
MTR-59842310,2024-08-30T23:36:00Z,30,26,Estimation,Periodic
MTR-82017349,2024-11-27T20:57:00Z,28,17,Company,Periodic
MTR-38975614,2024-10-31T23:36:00Z,31,19,Estimation,Periodic
MTR-74250893,2024-10-01T14:59:00Z,33,20,Estimation,Periodic
MTR-91806725,2024-08-30T23:36:00Z,30,18,Estimation,Periodic
MTR-41360289,2024-11-27T20:55:00Z,28,6,Company,Periodic
MTR-27549068,2024-11-27T20:57:00Z,28,19,Company,Periodic
MTR-64897230,2024-10-31T23:36:00Z,31,18,Estimation,Periodic
MTR-86307514,2024-10-01T14:59:00Z,33,18,Estimation,Periodic
MTR-13475098,2024-08-30T23:36:00Z,30,15,Estimation,Periodic
MTR-50683219,2024-08-01T23:46:00Z,31,16,Estimation,Periodic
MTR-78946120,2024-07-02T23:35:00Z,33,17,Estimation,Periodic
MTR-36258071,2024-11-27T20:52:00Z,28,87,Company,Periodic
MTR-69704182,2024-11-27T20:52:00Z,28,17,Company,Periodic
MTR-94058731,2024-11-25T20:41:00Z,32,79,Estimation,Periodic
MTR-51876034,2024-11-25T20:41:00Z,32,66,Estimation,Periodic
MTR-77631520,2024-11-25T20:41:00Z,32,70,Estimation,Periodic
MTR-41276398,2024-11-25T20:41:00Z,32,127,Estimation,Periodic
MTR-29754081,2024-11-25T20:41:00Z,32,122,Estimation,Periodic
MTR-68057492,2024-11-25T20:41:00Z,32,110,Estimation,Periodic
MTR-89912347,2024-11-25T20:41:00Z,32,78,Estimation,Periodic
MTR-14670823,2024-11-25T20:41:00Z,32,115,Estimation,Periodic
MTR-59043281,2024-11-25T20:41:00Z,32,88,Estimation,Periodic
MTR-82349750,2024-11-25T20:41:00Z,32,68,Estimation,Periodic
MTR-37406012,2024-11-25T20:41:00Z,32,57,Estimation,Periodic
MTR-75194386,2024-11-25T20:41:00Z,32,79,Estimation,Periodic
MTR-90968421,2024-11-25T20:41:00Z,32,107,Estimation,Periodic
MTR-41502863,2024-11-25T20:41:00Z,32,89,Estimation,Periodic
MTR-27863059,2024-11-25T20:41:00Z,32,95,Estimation,Periodic
MTR-64375102,2024-11-25T20:41:00Z,32,107,Estimation,Periodic
MTR-85496037,2024-11-25T20:41:00Z,32,104,Estimation,Periodic
MTR-13275409,2024-11-25T20:41:00Z,32,88,Estimation,Periodic
MTR-50319624,2024-11-25T20:41:00Z,32,123,Estimation,Periodic
MTR-78145092,2024-11-25T20:41:00Z,32,95,Estimation,Periodic
MTR-36972084,2024-11-25T20:41:00Z,32,132,Estimation,Periodic
MTR-69450768,2024-11-25T20:41:00Z,32,196,Estimation,Periodic
MTR-93281475,2024-11-25T20:41:00Z,32,128,Estimation,Periodic
MTR-52390761,2024-11-25T20:41:00Z,32,123,Estimation,Periodic
MTR-76423589,2024-11-25T20:41:00Z,32,115,Estimation,Periodic
MTR-40967583,2024-11-25T20:41:00Z,32,110,Estimation,Periodic
MTR-28649130,2024-11-25T20:41:00Z,32,71,Estimation,Periodic
MTR-67725841,2024-11-25T20:41:00Z,32,105,Estimation,Periodic
MTR-89261037,2024-11-25T20:41:00Z,32,97,Estimation,Periodic
MTR-14097586,2024-11-25T20:41:00Z,32,120,Estimation,Periodic
MTR-59782041,2024-11-25T20:41:00Z,32,76,Estimation,Periodic
MTR-81795432,2024-11-27T16:30:00Z,30,105,Company,Periodic
MTR-38650729,2024-11-27T16:30:00Z,28,44,Company,Periodic
MTR-74802163,2024-11-27T16:30:00Z,28,44,Company,Periodic
MTR-91670385,2024-11-27T16:30:00Z,28,87,Company,Periodic
MTR-41098257,2024-11-27T16:31:00Z,28,30,Company,Periodic
MTR-27389154,2024-11-27T16:31:00Z,28,22,Company,Periodic
MTR-64672980,2024-11-27T16:31:00Z,28,9,Company,Periodic
MTR-86150234,2024-10-31T23:37:00Z,31,10,Estimation,Periodic
MTR-13682079,2024-10-01T14:59:00Z,33,10,Estimation,Periodic
MTR-51296438,2024-08-30T23:36:00Z,30,9,Estimation,Periodic
MTR-79045627,2024-08-01T23:46:00Z,31,9,Estimation,Periodic
MTR-36048719,2024-07-02T23:35:00Z,30,9,Estimation,Periodic
MTR-69985203,2024-11-27T16:06:00Z,28,17,Company,Periodic
MTR-94367018,2024-10-31T23:37:00Z,31,19,Estimation,Periodic
MTR-58192047,2024-10-01T14:59:00Z,33,20,Estimation,Periodic
MTR-74305821,2024-08-30T23:36:00Z,30,18,Estimation,Periodic
MTR-12679430,2024-08-01T23:46:00Z,31,19,Estimation,Periodic
MTR-90418375,2024-07-02T23:35:00Z,30,18,Estimation,Periodic
MTR-36852019,2024-11-27T16:06:00Z,28,19,Company,Periodic
MTR-67523941,2024-11-27T16:06:00Z,28,60,Company,Periodic
MTR-81249073,2024-11-27T16:06:00Z,28,8,Company,Periodic
MTR-25431908,2024-11-27T16:07:00Z,28,29,Company,Periodic
MTR-73951286,2024-11-27T16:07:00Z,28,333,Company,Periodic
MTR-90674812,2024-11-27T16:18:00Z,28,3,Company,Periodic
MTR-41825930,2024-11-27T16:19:00Z,28,3,Company,Periodic
MTR-53094768,2024-10-31T23:37:00Z,31,3,Estimation,Periodic
MTR-87260159,2024-10-01T14:59:00Z,33,3,Estimation,Periodic
MTR-34907512,2024-08-30T23:36:00Z,30,3,Estimation,Periodic
MTR-69812457,2024-08-01T23:46:00Z,31,3,Estimation,Periodic
MTR-92058143,2024-07-02T23:35:00Z,30,2,Estimation,Periodic
MTR-48571902,2024-11-27T16:20:00Z,28,91,Company,Periodic
MTR-25784619,2024-11-27T16:20:00Z,28,121,Company,Periodic
MTR-63492078,2024-11-27T16:22:00Z,28,136,Company,Periodic
MTR-87516340,2024-11-27T16:21:00Z,28,47,Company,Periodic
MTR-13968470,2024-11-27T16:21:00Z,28,50,Company,Periodic
MTR-52173084,2024-11-27T16:21:00Z,28,6,Company,Periodic
MTR-79468520,2024-10-31T23:37:00Z,31,6,Estimation,Periodic
MTR-36814297,2024-10-01T14:59:00Z,33,7,Estimation,Periodic
MTR-60291743,2024-08-30T23:36:00Z,30,5,Estimation,Periodic
MTR-94508721,2024-08-01T23:46:00Z,31,7,Estimation,Periodic
MTR-51846230,2024-07-02T23:35:00Z,30,5,Estimation,Periodic
MTR-78139564,2024-11-27T16:22:00Z,28,37,Company,Periodic
MTR-40257398,2024-11-27T16:22:00Z,28,28,Company,Periodic
MTR-26038145,2024-11-27T16:23:00Z,28,21,Company,Periodic
MTR-64927513,2024-11-27T16:23:00Z,28,116,Company,Periodic
MTR-82917406,2024-11-27T16:23:00Z,28,78,Company,Periodic
MTR-15784269,2024-11-27T16:23:00Z,28,37,Company,Periodic
MTR-59643027,2024-11-27T16:25:00Z,28,5,Company,Periodic
MTR-87326014,2024-10-31T23:37:00Z,31,4,Estimation,Periodic
MTR-34287950,2024-10-01T14:59:00Z,33,4,Estimation,Periodic
MTR-70415628,2024-08-30T23:36:00Z,30,4,Estimation,Periodic
MTR-92604731,2024-08-01T23:46:00Z,31,4,Estimation,Periodic
MTR-48206519,2024-07-02T23:35:00Z,29,3,Estimation,Periodic
MTR-27149380,2024-11-27T16:25:00Z,28,18,Company,Periodic
MTR-63870425,2024-11-27T16:25:00Z,28,15,Company,Periodic
MTR-85421960,2024-11-27T15:33:00Z,28,0,Company,Periodic
MTR-14389527,2024-10-31T23:37:00Z,31,0,Estimation,Periodic
MTR-51578246,2024-10-01T14:59:00Z,33,0,Estimation,Periodic
MTR-79840621,2024-08-30T23:36:00Z,30,0,Estimation,Periodic
MTR-36974015,2024-08-01T23:46:00Z,31,0,Estimation,Periodic
MTR-69058241,2024-07-02T23:35:00Z,30,0,Estimation,Periodic
MTR-93174058,2024-11-27T15:33:00Z,28,115,Company,Periodic
MTR-52798403,2024-11-27T15:33:00Z,28,4,Company,Periodic
MTR-76281045,2024-11-27T15:33:00Z,28,87,Company,Periodic
MTR-40982561,2024-11-27T15:34:00Z,28,24,Company,Periodic
MTR-28430567,2024-11-27T15:34:00Z,28,82,Company,Periodic
MTR-67541398,2024-11-27T15:34:00Z,28,31,Company,Periodic
MTR-89014725,2024-11-27T15:34:00Z,28,34,Company,Periodic
MTR-14750298,2024-11-27T15:34:00Z,28,15,Company,Periodic
MTR-50983621,2024-10-31T23:37:00Z,31,11,Estimation,Periodic
MTR-78492063,2024-10-01T14:59:00Z,33,8,Estimation,Periodic
MTR-34295107,2024-08-30T23:36:00Z,30,7,Estimation,Periodic
MTR-69817524,2024-08-01T23:46:00Z,31,7,Estimation,Periodic
MTR-90756284,2024-07-02T23:35:00Z,30,6,Estimation,Periodic
MTR-41608429,2024-11-27T15:35:00Z,28,90,Company,Periodic
MTR-25391740,2024-11-27T15:35:00Z,28,16,Company,Periodic
MTR-64153872,2024-10-31T23:37:00Z,31,17,Estimation,Periodic
MTR-82906154,2024-10-01T14:59:00Z,33,18,Estimation,Periodic
MTR-16258730,2024-08-30T23:36:00Z,30,17,Estimation,Periodic
MTR-52496087,2024-08-01T23:46:00Z,31,17,Estimation,Periodic
MTR-79321406,2024-07-02T23:35:00Z,30,16,Estimation,Periodic
MTR-37564089,2024-11-27T15:35:00Z,28,22,Company,Periodic
MTR-70482195,2024-11-27T15:35:00Z,28,69,Company,Periodic
MTR-94852031,2024-11-27T15:36:00Z,28,32,Company,Periodic
MTR-53768214,2024-11-27T15:36:00Z,28,64,Company,Periodic
MTR-76930182,2024-10-31T23:37:00Z,31,36,Estimation,Periodic
MTR-40159872,2024-10-01T14:59:00Z,33,9,Estimation,Periodic
MTR-29874630,2024-08-30T23:36:00Z,30,4,Estimation,Periodic
MTR-67952048,2024-08-01T23:46:00Z,31,4,Estimation,Periodic
